address,price,extPrice,area,room,toilet,hDirection,bDirection
"Dự án FPT City Đà Nẵng, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","11,17 tỷ",~28 triệu/m²,399 m²,Bắc,Sổ đỏ/ Sổ hồng,15 m,7.5 m
"59/31 Đường Núi Thành, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng","4,65 tỷ","~28,7 triệu/m²",162 m²,Tây,Sổ đỏ/ Sổ hồng,5.1 m,3 m
"Dự án FPT City Đà Nẵng, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","3,95 tỷ","~21,94 triệu/m²",180 m²,,,7.5 m,7.5 m
"Đường Lê Trọng Tấn, Phường Hòa Phát, Cẩm Lệ, Đà Nẵng","3,75 tỷ","~32,61 triệu/m²",115 m²,Tây - Nam,Sổ đỏ/ Sổ hồng,5 m,10 m
"Dự án FPT City Đà Nẵng, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","15,6 tỷ","~37,86 triệu/m²",412 m²,,,9.5 m,Đông
"Đường Trần Nguyên Đán, Phường Hòa Minh, Liên Chiểu, Đà Nẵng","6,45 tỷ","~43,58 triệu/m²",148 m²,Tây - Nam,Sổ đỏ/ Sổ hồng.,5 m,11 m
"Đường Đống Đa, Phường Thạch Thang, Hải Châu, Đà Nẵng",72 tỷ,~300 triệu/m²,240 m²,Tây - Nam,10 tầng,10 m,15 m
"Dự án Dream Home, Phố Hoàng Thế Thiện, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng","4,75 tỷ","~36,54 triệu/m²",130 m²,,,,
"Đường Lê Như Hổ, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",,,,,,,
"Đường Nam Kỳ Khởi Nghĩa, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,140 m²,Sổ đỏ/ Sổ hồng.,,5 m,Bắc
"Đường Sơn Thủy Đông 2, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","3,9 tỷ","~43,33 triệu/m²",90 m²,,,7.5 m,
"Đường Nguyễn Phan Vinh, Phường Thọ Quang, Sơn Trà, Đà Nẵng","2,4 tỷ","~32,43 triệu/m²",74 m²,Đông - Bắc,Đông - Bắc,6 m,3 m
"Đường Đống Đa, Phường Thuận Phước, Hải Châu, Đà Nẵng","11,5 tỷ","~214,55 triệu/m²","53,6 m²",3 tầng,,9.3 m,Đông - Nam
"Dự án Fusion Resort & Villas Da Nang, Đường Trường Sa, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",13 tỷ,"~30,44 triệu/m²",427 m²,3 phòng,Sổ đỏ/ Sổ hồng,3 tầng,3 phòng
"Đường Lê Duẩn, Phường Hải Châu I, Hải Châu, Đà Nẵng",18 tỷ,~150 triệu/m²,120 m²,4 phòng,,4 tầng,4 phòng
"Dự án FPT City Đà Nẵng, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","2,75 tỷ","~26,96 triệu/m²",102 m²,Bắc,,6 m,7.5 m
"186/29, Đường Điện Biên Phủ, Phường Chính Gián, Thanh Khê, Đà Nẵng","1,79 tỷ","~37,84 triệu/m²","47,3 m²",Sổ đỏ/ Sổ hồng,,3 m,Nam
"Dự án The Sang Residence, Đường Phạm Kiệt, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,"105,5 m²",Sổ đỏ/ Sổ hồng,Đầy đủ.,3 phòng,2 phòng
"Dự án Regal Pavillon Đà Nẵng, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",Thỏa thuận,,120 m²,,,6 m,Sổ đỏ/ Sổ hồng
"Đường Nguyễn Tất Thành, Phường Hòa Minh, Liên Chiểu, Đà Nẵng.",55 triệu/m²,"~20,62 tỷ",375 m²,,,15 m,Sổ đỏ/ Sổ hồng.
"Đường Ngô Thế Vinh, Phường Hòa Thuận Tây, Hải Châu, Đà Nẵng","18,5 tỷ","~84,86 triệu/m²",218 m²,Tây - Nam,Tây - Nam,10 m,22 m
"Đường Minh Mạng, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",21 tỷ,~84 triệu/m²,250 m²,Tây - Bắc,Sổ đỏ/ Sổ hồng.,10 m,33 m
"Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","1,4 tỷ","~19,72 triệu/m²",71 m²,,,,
"Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","1,5 tỷ","~21,13 triệu/m²",71 m²,Sổ đỏ/ Sổ hồng,,2 phòng,2 phòng
"Đường Lý Nhân Tông, Phường Khuê Trung, Cẩm Lệ, Đà Nẵng","7,3 tỷ","~76,84 triệu/m²",95 m²,Tây,Tây,5 m,19 m
"Đường Trưng Nhị, Phường Hòa Thuận Tây, Hải Châu, Đà Nẵng","4,85 tỷ","~57,06 triệu/m²",85 m²,2 tầng,3 phòng,4.6 m,4 m
"Đường Lý Triện, Phường An Khê, Thanh Khê, Đà Nẵng","5,7 tỷ","~51,82 triệu/m²",110 m²,3 phòng,Full.,3 tầng,3 phòng
"Đường Nhơn Hòa Phước 2, Phường Hòa An, Cẩm Lệ, Đà Nẵng","2,95 tỷ","~24,18 triệu/m²",122 m²,Đông - Nam,1 tầng,5 m,5 m
"Đường Phạm Phú Tiết, Phường Khuê Trung, Cẩm Lệ, Đà Nẵng",22 tỷ,"~112,82 triệu/m²",195 m²,Tây - Bắc,Tây - Bắc,10 m,20 m
"Đường Cao Xuân Dục, Phường Thuận Phước, Hải Châu, Đà Nẵng","4,5 tỷ","~76,25 triệu/m²",59 m²,2 tầng,3 phòng,4.5 m,5.5 m
"Dự án FPT City Đà Nẵng, Ngũ Hành Sơn, Đà Nẵng","1,8 tỷ","~26,47 triệu/m²",68 m²,Sổ đỏ/ Sổ hồng,Cơ bản,2 phòng,2 phòng
"Phường Hòa Minh, Liên Chiểu, Đà Nẵng","5,98 tỷ","~66,44 triệu/m²",90 m²,Đông - Nam,3 tầng,7.5 m,Đông - Nam
"Đường Hoàng Thị Loan, Phường Hòa Minh, Liên Chiểu, Đà Nẵng","5,58 tỷ","~65,65 triệu/m²",85 m²,Tây - Nam,Tây - Nam,5 m,5.5 m
"K1120/44/, Đường Trường Chinh, Phường Hòa Phát, Cẩm Lệ, Đà Nẵng","3,1 tỷ","~36,9 triệu/m²",84 m²,2 tầng,3 phòng,7.37 m,Đông - Bắc
"Đường Nguyễn Khắc Viện, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",9 tỷ,~72 triệu/m²,125 m²,,,,
"Đường Hùng Vương, Phường Vĩnh Trung, Thanh Khê, Đà Nẵng",35 tỷ,"~333,33 triệu/m²",105 m²,Nam,3 tầng,5 m,10.5 m
"Đường Võ Văn Kiệt, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",,,,,,,
"Dự án The 6Nature Đà Nẵng, Quận Sơn Trà, Đà Nẵng","3,9 tỷ",~65 triệu/m²,60 m²,2 phòng,2 phòng,Đông - Bắc,Đông - Nam
"Đường Lê Đình Lý, Phường Vĩnh Trung, Thanh Khê, Đà Nẵng","5,9 tỷ","~49,17 triệu/m²",120 m²,4 phòng,3 phòng,Tây - Nam,3 tầng
"Đường Nguyễn Đình Chiểu, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng","4,8 tỷ","~85,71 triệu/m²",56 m²,Tây - Nam,4 tầng,5 m,7.5 m
"Đường Đa Mặn 2, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","3,6 tỷ","~42,35 triệu/m²",85 m²,Tây - Bắc,Sổ đỏ/ Sổ hồng,5 m,5.5 m
"Đường Đầm Rong 2, Phường Thanh Bình, Hải Châu, Đà Nẵng",7 tỷ,"~94,6 triệu/m²",74 m²,,,Sổ đỏ/ Sổ hồng,Đầy đủ
"Dự án The Sang Residence, Đường Phạm Kiệt, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng","3,66 tỷ","~44,32 triệu/m²","82,5 m²",Sổ đỏ/ Sổ hồng.,,2 phòng,2 phòng
"Dự án The Sang Residence, Đường Phạm Kiệt, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,"82,5 m²",Sổ đỏ/ Sổ hồng,Cơ bản,2 phòng,2 phòng
"Dự án FPT City Đà Nẵng, Đường Võ Chí Công, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,"72,4 m²",2 phòng,Sổ đỏ/ Sổ hồng.,Đông - Nam,2 phòng
"Đường Phạm Văn Đồng, Phường An Hải Bắc, Sơn Trà, Đà Nẵng",50 tỷ,"~238,1 triệu/m²",210 m²,Nam,Nam,10 m,21 m
"Phố Kỳ Đồng, Phường Thanh Khê Đông, Thanh Khê, Đà Nẵng",,,,,,,
"Euro Village, Sơn Trà, Đà Nẵng",Thỏa thuận,,300 m²,,,,
"Phường Hòa Quý, Ngũ Hành Sơn, Đà Nẵng","1,5 tỷ","~26,79 triệu/m²",56 m²,Sổ đỏ/ Sổ hồng,Đầy đủ,2 phòng,2 phòng
"Dự án Hiyori Garden Tower, Đường Võ Văn Kiệt, Phường An Hải Đông, Sơn Trà, Đà Nẵng",,,,,,,
"Đường An Thượng, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,120 m²,Nam,Sổ đỏ/ Sổ hồng,6 m,15 m
"Đường Ngô Quyền, Phường Thọ Quang, Sơn Trà, Đà Nẵng",,,,,,,
"Dự án The Sang Residence, Đường Phạm Kiệt, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",,,,,,,
"Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","1,7 tỷ","~24,64 triệu/m²",69 m²,,,Sổ đỏ/ Sổ hồng,
"Dự án FPT City Đà Nẵng, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,70 m²,2 phòng,2 phòng,Đông,Đông - Nam
"Dự án FPT City Đà Nẵng, Đường Võ Chí Công, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","1,5 tỷ","~25,86 triệu/m²",58 m²,2 phòng,2 phòng,Đông,Đông
"Dự án FPT City Đà Nẵng, Đường Võ Chí Công, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","1,5 tỷ","~25,86 triệu/m²",58 m²,2 phòng,2 phòng,Đông,Đông
"Premier Village, 99, Đường Võ Nguyên Giáp, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",47 tỷ,"~156,67 triệu/m²",300 m²,,,Sổ đỏ/ Sổ hồng,Đầy đủ
"Đường Phạm Hùng, Xã Hòa Nhơn, Hòa Vang, Đà Nẵng",Thỏa thuận,,"130,4 m²",Sổ đỏ/ Sổ hồng,,7 m,5.5 m
"Đường Lý Nhật Quang, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng","9,1 tỷ","~41,18 triệu/m²",221 m²,,,Sổ đỏ/ Sổ hồng,
"Dự án Nam cầu Nguyễn Tri Phương, Đường Võ Chí Công, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng","17,3 tỷ","~68,65 triệu/m²",252 m²,Đông - Bắc,Sổ đỏ/ Sổ hồng,15 m,35 m
"Đường Lý Tự Trọng, Phường Thạch Thang, Hải Châu, Đà Nẵng","12,85 tỷ","~132,47 triệu/m²",97 m²,4 phòng,,3 tầng,3 phòng
"Đường Đoàn Nhữ Hài, Phường Hòa Khê, Thanh Khê, Đà Nẵng",,,,,,,
"Đường Nam Kỳ Khởi Nghĩa, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",,,,,,,
"Dự án Phú Mỹ An, Đường Trần Quốc Vượng, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","4,15 tỷ","~26,52 triệu/m²","156,5 m²",Đông,Sổ đỏ/ Sổ hồng.,5 m,7.5 m
"Dự án Phú Mỹ An, Đường Vùng Trung 9, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","2,45 tỷ","~22,27 triệu/m²",110 m²,Đông,Sổ đỏ/ Sổ hồng.,5 m,5.5 m
"Đường Hải Phòng, Phường Tân Chính, Thanh Khê, Đà Nẵng",37 tỷ,"~172,9 triệu/m²",214 m²,,,,
"Dự án One River, Đường Song Hào, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",23 tỷ,"~76,67 triệu/m²",300 m²,3 tầng,6 phòng,15 m,10 m
"Dự án Phú Mỹ An, Đường Vùng Trung 9, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","2,45 tỷ","~22,27 triệu/m²",110 m²,Tây,Sổ hồng đầy đủ.,5 m,5.5 m
"Dự án FPT City Đà Nẵng, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",,,,,,,
"Dự án Sun Cosmo Residence, Đường Trần Thị Lý, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,100 m²,,,,
"Đường Lương Hữu Khánh, Phường Thọ Quang, Sơn Trà, Đà Nẵng",43 tỷ,"~107,5 triệu/m²",400 m²,,,11 phòng,
"Đường Điện Biên Phủ, Phường Chính Gián, Thanh Khê, Đà Nẵng",50 tỷ,"~166,67 triệu/m²",300 m²,,,,
"Đường Núi Thành, Phường Hòa Thuận Đông, Hải Châu, Đà Nẵng",28 tỷ,~175 triệu/m²,160 m²,,,,
"Đường Lê Trí Viễn, Phường Hòa Quý, Ngũ Hành Sơn, Đà Nẵng","2,85 tỷ","~28,5 triệu/m²",100 m²,Đông - Nam,Sổ đỏ/ Sổ hồng.,5 m,10.5 m
"Phố Lê Thanh Nghị, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",26 tỷ,"~126,83 triệu/m²",205 m²,Sổ đỏ/ Sổ hồng,Đầy đủ,6 phòng,22 phòng
"Xã Hòa Phước, Hòa Vang, Đà Nẵng","1,65 tỷ","~12,22 triệu/m²",135 m²,,,Đông,
"Dự án FPT City Đà Nẵng, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",32 triệu/m²,"~36,64 tỷ",1.145 m²,,,Pháp lý: Công chứng nhận luôn sổ hồng lâu dài.,
"Đường Hoà Minh 16, Phường Hòa Minh, Liên Chiểu, Đà Nẵng","2,75 tỷ","~33,33 triệu/m²","82,5 m²",,,Đông - Nam,Sổ đỏ/ Sổ hồng
"Đường Trường Sa, Phường An Hải Tây, Sơn Trà, Đà Nẵng","3,5 tỷ","~72,92 triệu/m²",48 m²,Sổ đỏ/ Sổ hồng.,Đầy đủ.,2 phòng,2 phòng
"Đường Hoàng Diệu, Phường Phước Ninh, Hải Châu, Đà Nẵng",47 tỷ,"~195,02 triệu/m²",241 m²,,,,
"Đường Nguyễn Tường Phổ, Phường Hòa Minh, Liên Chiểu, Đà Nẵng","5,69 tỷ","~42,78 triệu/m²",133 m²,Bắc,Sổ đỏ/ Sổ hồng,5 m,15 m
"Đường Xô Viết Nghệ Tĩnh, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",24 tỷ,"~126,32 triệu/m²",190 m²,,,,
"Đường Nguyễn Lộ Trạch, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng","8,5 tỷ",~85 triệu/m²,100 m²,,,Bắc,4 phòng
"Đường Lê Cảnh Tuân, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng","4,3 tỷ",~50 triệu/m²,86 m²,3 phòng,3 phòng,Đông - Nam,2 tầng
"Đường Nguyễn Tất Thành, Phường Thanh Bình, Hải Châu, Đà Nẵng","10,9 tỷ","~87,2 triệu/m²",125 m²,,,,
"Đường Lương Hữu Khánh, Phường Thọ Quang, Sơn Trà, Đà Nẵng",43 tỷ,"~107,5 triệu/m²",400 m²,,,11 phòng,
"Đường Hà Huy Tập, Phường Hòa Khê, Thanh Khê, Đà Nẵng",25 tỷ,"~80,39 triệu/m²","310,98 m²",,,,
"Đường Nguyễn Văn Siêu, Phường An Hải Tây, Sơn Trà, Đà Nẵng","7,6 tỷ","~99,35 triệu/m²","76,5 m²",2 phòng,Sổ đỏ/ Sổ hồng,2 tầng,4 phòng
"Đường Chương Dương, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",11 tỷ,~100 triệu/m²,110 m²,Sổ đỏ/ Sổ hồng,Đầy đủ,8 tầng,14 phòng
"Đường Lê Trọng Tấn, Phường Hòa Phát, Cẩm Lệ, Đà Nẵng",Thỏa thuận,,125 m²,Đông - Bắc,Bắc,6 m,10.6 m
"Dự án Han River Village (Nam Hòa Xuân), Đường Minh Mạng, Phường Hòa Quý, Ngũ Hành Sơn, Đà Nẵng.","2,67 tỷ","~24,27 triệu/m²",110 m²,,,Đông - Nam,Sổ đỏ/ Sổ hồng.
"Đường An Thượng 15, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng","4,3 tỷ","~71,67 triệu/m²",60 m²,,,4 m,Sổ đỏ/ Sổ hồng
"Dự án KĐT Hòa Xuân mở rộng, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",,,,,,,
"Dự án FPT City Đà Nẵng, Đường Võ Qúy Huân, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","1,85 tỷ","~24,67 triệu/m²",75 m²,Sổ đỏ/ Sổ hồng.,Cơ bản.,Đông - Nam,2 phòng
"Đường Lý Tự Trọng, Phường Thạch Thang, Hải Châu, Đà Nẵng","12,85 tỷ","~131,12 triệu/m²",98 m²,3 tầng,4 phòng,5.1 m,10.5 m
"Đường Lý Tự Trọng, Phường Thạch Thang, Hải Châu, Đà Nẵng","12,85 tỷ","~131,12 triệu/m²",98 m²,3 tầng,4 phòng,5.1 m,10.5 m
"Đường Nguyễn Hoàng, Phường Nam Dương, Hải Châu, Đà Nẵng",Thỏa thuận,,89 m²,6 phòng,3 phòng,8 m,3 tầng
"Đường Nguyễn Khắc Viện, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","13,5 tỷ","~85,71 triệu/m²","157,5 m²",,,,
"Dự án Khu đô thị Saphia, Đường Nguyễn Khắc Viện, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng","13,5 tỷ","~85,71 triệu/m²","157,5 m²",Tây - Bắc,Sổ đỏ/ Sổ hồng,7 m,15 m
"Đường Võ Nguyên Giáp, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",450 tỷ,~750 triệu/m²,600 m²,,,20 tầng,126 phòng
"Đường An Thượng 2, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",18 tỷ,~200 triệu/m²,90 m²,,,,
"Đường 2/9, Phường Bình Hiên, Hải Châu, Đà Nẵng","19,7 tỷ","~218,89 triệu/m²",90 m²,,,Đông,
"Đường Hồ Nghinh, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",45 tỷ,~150 triệu/m²,300 m²,,,,
"Đường 2/9, Phường Bình Hiên, Hải Châu, Đà Nẵng","26,7 tỷ","~296,67 triệu/m²",90 m²,,,,
"Đường Điện Biên Phủ, Phường Chính Gián, Thanh Khê, Đà Nẵng",46 tỷ,"~126,03 triệu/m²",365 m²,,,,
"Đường Điện Biên Phủ, Phường Chính Gián, Thanh Khê, Đà Nẵng",24 tỷ,"~77,42 triệu/m²",310 m²,,,,
"Dự án Nam Cầu Tuyên Sơn-Nam Việt Á, Đường Lê Hữu Khánh, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",13 tỷ,~65 triệu/m²,200 m²,,,10 m,3 tầng
"Đường Chế Lan Viên, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng","18,5 tỷ","~44,69 triệu/m²",414 m²,,,,
"Đường Chế Lan Viên, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng","15,5 tỷ","~46,97 triệu/m²",330 m²,,,,
"Phố Bà Huyện Thanh Quan, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng","18,5 tỷ","~44,69 triệu/m²",414 m²,,,,
"Đường Nguyễn Hữu Thọ, Phường Hòa Thuận Tây, Hải Châu, Đà Nẵng","12,95 tỷ","~152,17 triệu/m²","85,1 m²",,,3 tầng,
"Đường Dương Đình Nghệ, Phường Phước Mỹ, Sơn Trà, Đà Nẵng","54,75 tỷ","~304,17 triệu/m²",180 m²,,,11 tầng,47 phòng
"Đường 2/9, Phường Bình Hiên, Hải Châu, Đà Nẵng","19,7 tỷ","~218,89 triệu/m²",90 m²,,,,
"Đường 2/9, Phường Bình Hiên, Hải Châu, Đà Nẵng",40 tỷ,"~222,22 triệu/m²",180 m²,Đông,,9 m,Đông
"Dự án The Filmore Da Nang, Đường Bạch Đằng, Phường Bình Thuận, Hải Châu, Đà Nẵng","5,4 tỷ","~105,88 triệu/m²",51 m²,Sổ đỏ/ Sổ hồng.,,1 phòng,1 phòng
"Đường An Thượng, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",,,,,,,
"Dự án The Sang Residence, Đường Phạm Kiệt, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",,,,,,,
"Dự án Euro Village 2, Đường Nguyễn Văn Thông, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng",28 triệu/m²,"~11,96 tỷ",427 m²,Nam,Nam,15 m,20.5 m
"Dự án Regal Pavillon Đà Nẵng, Đường Nguyễn Lộ Trạch, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng",,,,,,,
"Dự án Hiyori Garden Tower, Đường Võ Văn Kiệt, Phường An Hải Đông, Sơn Trà, Đà Nẵng",,,,,,,
"Dự án Premier Village, Đường Võ Nguyên Giáp, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,427 m²,Nam,Bắc,15 m,20.5 m
"Đường Võ Như Hưng, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng","6,2 tỷ","~68,06 triệu/m²","91,1 m²",,,,
"Đường Trần Hưng Đạo, Phường An Hải Tây, Sơn Trà, Đà Nẵng",100 triệu/m²,~20 tỷ,200 m²,Sổ đỏ/ Sổ hồng,,10 m,15 m
"Đường Trần Hưng Đạo, Phường An Hải Tây, Sơn Trà, Đà Nẵng",170 triệu/m²,"~23,8 tỷ",140 m²,Sổ đỏ/ Sổ hồng,,5 m,20 m
"Đường Quốc lộ 1A, Xã Hòa Phước, Hòa Vang, Đà Nẵng",14 triệu/m²,"~90,62 tỷ",6.473 m²,Tây - Nam,Sổ đỏ/ Sổ hồng,80 m,42 m
"Đường Nguyễn Lộ Trạch, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng","8,5 tỷ",~85 triệu/m²,100 m²,3 tầng,4 phòng,5 m,7.5 m
"Đường Thân Nhân Trung, Phường Hòa Khê, Thanh Khê, Đà Nẵng","5,6 tỷ","~69,14 triệu/m²",81 m²,,,Đông,
"Đường Nguyễn Trung Trực, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng","7,5 tỷ",~75 triệu/m²,100 m²,Sổ đỏ/ Sổ hồng.,Không nội thất.,7 m,7.5 m
"Đường Hải Phòng, Phường Chính Gián, Thanh Khê, Đà Nẵng",14 tỷ,"~116,38 triệu/m²","120,3 m²",7 tầng,18 phòng,4.9 m,10.5 m
"Đường Bạch Đằng, Phường Hải Châu I, Hải Châu, Đà Nẵng",75 tỷ,"~441,18 triệu/m²",170 m²,2 tầng,2 phòng,7.2 m,15 m
"Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng","1,57 tỷ","~26,61 triệu/m²",59 m²,Sổ đỏ/ Sổ hồng,Cơ bản,2 phòng,1 phòng
"Dự án The Filmore Da Nang, Đường Bạch Đằng, Phường Bình Thuận, Hải Châu, Đà Nẵng",40 tỷ,"~183,49 triệu/m²",218 m²,4 phòng,Sổ đỏ/ Sổ hồng,Đông - Bắc,4 phòng
"Đường Phan Trọng Tuệ, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng","4,9 tỷ",~70 triệu/m²,70 m²,2 tầng,3 phòng,5 m,5.5 m
"Đường 2/9, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",15 tỷ,~120 triệu/m²,125 m²,1 tầng,2 phòng,5 m,30 m
"Dự án Nam cầu Nguyễn Tri Phương, Đường Nguyễn Quang Chung, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng","8,85 tỷ","~29,5 triệu/m²",300 m²,,,Tây - Bắc,Sổ đỏ/ Sổ hồng
"Đường Hóa Sơn 10, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng","13,5 tỷ","~32,14 triệu/m²",420 m²,Đông - Nam,4 tầng,6 m,15 m
"Đường Trần Hữu Tước, Phường Phước Mỹ, Sơn Trà, Đà Nẵng","9,5 tỷ","~105,56 triệu/m²",90 m²,4 phòng,5 phòng,Nam,3 tầng
"Đường Bình Minh 1, Phường Bình Thuận, Hải Châu, Đà Nẵng","9,2 tỷ","~120,26 triệu/m²","76,5 m²",4 tầng,4 phòng,4.5 m,5.5 m
"Đường Lý Tự Trọng, Phường Thanh Bình, Hải Châu, Đà Nẵng",14 tỷ,"~164,71 triệu/m²",85 m²,22 phòng,23 phòng,5 m,10.5 m
"Đường Núi Thành, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng","8,8 tỷ","~130,76 triệu/m²","67,3 m²",Tây,Tây,4.16 m,15 m
"Đường Phan Trọng Tuệ, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng","4,8 tỷ","~68,57 triệu/m²",70 m²,Nam,Nam,5 m,5.5 m
"Đường Cách Mạng Tháng Tám, Phường Khuê Trung, Cẩm Lệ, Đà Nẵng",45 tỷ,~90 triệu/m²,500 m²,,,Đông - Nam,
"Xã Hòa Phong, Hòa Vang, Đà Nẵng","1,35 tỷ","~6,92 triệu/m²",195 m²,Nam,Sổ đỏ/ Sổ hồng,5 m,5.5 m
"Đường Cô Giang, Phường Phước Ninh, Hải Châu, Đà Nẵng",,,,,,,
"Đường Điện Biên Phủ, Phường Chính Gián, Thanh Khê, Đà Nẵng","3,6 tỷ","~85,71 triệu/m²",42 m²,3 phòng,Sổ đỏ/ Sổ hồng,3 tầng,4 phòng
"Dự án The Sang Residence, Đường Phạm Kiệt, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",,,,,,,
"Dự án The Sang Residence, Đường Phạm Kiệt, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng","3,8 tỷ","~46,34 triệu/m²",82 m²,Sổ đỏ/ Sổ hồng,Đầy đủ,2 phòng,2 phòng
"Dự án The Sang Residence, Đường Phạm Kiệt, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",Thỏa thuận,,"82,5 m²",2 phòng,2 phòng,Tây - Bắc,Đông - Nam
"Dự án The Sang Residence, Đường Phạm Kiệt, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",,,,,,,
"Đường Phước Lý 6, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",Thỏa thuận,,105 m²,,,Sổ đỏ/ Sổ hồng,
"Dự án The Ori Garden, Quận Liên Chiểu, Đà Nẵng","1,38 tỷ","~21,23 triệu/m²",65 m²,Sổ đỏ/ Sổ hồng,,2 phòng,2 phòng
"Đường Nguyễn Hữu Thọ, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",Thỏa thuận,,"1.325,1 m²",Đông,Sổ đỏ/ Sổ hồng,24.5 m,36 m
"Dự án Hòa Quý City, Đường Võ Chí Công, Phường Hòa Quý, Ngũ Hành Sơn, Đà Nẵng","2,6 tỷ","~23,64 triệu/m²",110 m²,,,Đông - Nam,Sổ đỏ/ Sổ hồng
"Đường Nguyễn Hữu Thọ, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",,,,,,,
,,,,,,,
